time, nthreads, ndatablocks, radius, nrows, ncols, padding, niters
0.153471, 1, 100, 10000
0.152868, 1, 100, 10000
0.152913, 1, 100, 10000
0.152867, 1, 100, 10000
0.153331, 1, 100, 10000
0.608813, 1, 100, 40000
0.607201, 1, 100, 40000
0.607698, 1, 100, 40000
0.613945, 1, 100, 40000
0.607863, 1, 100, 40000
1.36748, 1, 100, 90000
1.36669, 1, 100, 90000
1.36665, 1, 100, 90000
1.3661, 1, 100, 90000
1.36573, 1, 100, 90000
2.42758, 1, 100, 160000
2.42762, 1, 100, 160000
2.42648, 1, 100, 160000
2.4289, 1, 100, 160000
2.42523, 1, 100, 160000
3.78897, 1, 100, 250000
3.79542, 1, 100, 250000
3.79028, 1, 100, 250000
3.79097, 1, 100, 250000
3.81357, 1, 100, 250000
0.079793, 2, 100, 10000
0.079144, 2, 100, 10000
0.07921, 2, 100, 10000
0.079762, 2, 100, 10000
0.0790899, 2, 100, 10000
0.313565, 2, 100, 40000
0.314423, 2, 100, 40000
0.313496, 2, 100, 40000
0.313343, 2, 100, 40000
0.314272, 2, 100, 40000
0.703422, 2, 100, 90000
0.704075, 2, 100, 90000
0.704077, 2, 100, 90000
0.703694, 2, 100, 90000
0.704435, 2, 100, 90000
1.24869, 2, 100, 160000
1.24887, 2, 100, 160000
1.24983, 2, 100, 160000
1.24961, 2, 100, 160000
1.25024, 2, 100, 160000
1.95178, 2, 100, 250000
1.95398, 2, 100, 250000
1.95764, 2, 100, 250000
1.95284, 2, 100, 250000
1.95137, 2, 100, 250000
0.055218, 3, 100, 10000
0.0546942, 3, 100, 10000
0.0548241, 3, 100, 10000
0.0547571, 3, 100, 10000
0.054456, 3, 100, 10000
0.216818, 3, 100, 40000
0.216307, 3, 100, 40000
0.217542, 3, 100, 40000
0.216128, 3, 100, 40000
0.216123, 3, 100, 40000
0.484507, 3, 100, 90000
0.48363, 3, 100, 90000
0.48403, 3, 100, 90000
0.484051, 3, 100, 90000
0.484236, 3, 100, 90000
0.859276, 3, 100, 160000
0.858625, 3, 100, 160000
0.858821, 3, 100, 160000
0.859104, 3, 100, 160000
0.859517, 3, 100, 160000
1.34059, 3, 100, 250000
1.34024, 3, 100, 250000
1.34011, 3, 100, 250000
1.34008, 3, 100, 250000
1.34071, 3, 100, 250000
0.0446339, 4, 100, 10000
0.0446339, 4, 100, 10000
0.0420899, 4, 100, 10000
0.0421062, 4, 100, 10000
0.0419579, 4, 100, 10000
0.166943, 4, 100, 40000
0.167198, 4, 100, 40000
0.167747, 4, 100, 40000
0.167011, 4, 100, 40000
0.166775, 4, 100, 40000
0.374228, 4, 100, 90000
0.374581, 4, 100, 90000
0.373959, 4, 100, 90000
0.374269, 4, 100, 90000
0.373294, 4, 100, 90000
0.663322, 4, 100, 160000
0.663851, 4, 100, 160000
0.665206, 4, 100, 160000
0.663316, 4, 100, 160000
0.663744, 4, 100, 160000
1.03637, 4, 100, 250000
1.03626, 4, 100, 250000
1.03687, 4, 100, 250000
1.03607, 4, 100, 250000
1.03512, 4, 100, 250000
